id,text,label
201,diarrhea,self-monitor
476,I am 25 years old diarrhea for 2 days,self-monitor
2841,Age 18 severe vomiting started a week,urgent-care
1320,sinus pain for a week.,doctor
4248,Woke up with: seizure started suddenly.,emergency
758,runny nose for 3 days no shortness of breath or chest pain,self-monitor
4411,Severe chest pain started suddenly call emergency services,emergency
3905,severe chest pain.,emergency
1172,Dizziness,self-monitor
4374,sudden confusion call emergency services,emergency
2018,Sinus pain intermittently,doctor
3653,severe abdominal pain started 1 day need urgent check after a sports injury,urgent-care
1505,I am 25 years old sinus pain and diarrhea for 2 days symptoms are getting worse,doctor
1624,Abdominal pain for 2 days.,doctor
4800,Suspected stroke started suddenly call emergency services,emergency
4992,Airway obstruction call emergency services.,emergency
283,Nausea for 2 days,self-monitor
156,fatigue no shortness of breath or chest pain.,self-monitor
530,dizziness no shortness of breath or chest pain.,self-monitor
40,Joint pain no shortness of breath or chest pain,self-monitor
4132,Sudden confusion,emergency
2746,moderate chest pain need urgent check,urgent-care
709,Sneezing since yesterday.,self-monitor
2131,started suddenly: I'm 62 persistent fever and watery eyes since this morning,doctor
308,Age 18 nausea for 2 days.,self-monitor
265,A 70-year-old diarrhea.,self-monitor
2791,worsening shortness of breath started since yesterday.,urgent-care
2222,abdominal pain for several hours symptoms are getting worse,doctor
1035,fatigue for 1 day no shortness of breath or chest pain,self-monitor
1818,I'm 62 new lump and itchy eyes since this morning,doctor
2143,significant weight loss and itchy eyes for 1 day symptoms are getting worse,doctor
3374,Woke up with: confusion started since this morning.,urgent-care
858,fatigue,self-monitor
3153,Severe abdominal pain started a week need urgent check.,urgent-care
1707,Age 18 significant weight loss for 2 days,doctor
1188,Sore throat.,self-monitor
2805,Worsening shortness of breath need urgent check.,urgent-care
4836,seizure started suddenly call emergency services.,emergency
3855,seizure started suddenly call emergency services.,emergency
792,mild stomach pain,self-monitor
1421,A child aged 8 strong cough and back ache since yesterday,doctor
1621,sinus pain and joint pain for 2 days,doctor
672,Sneezing,self-monitor
2850,Started gradually: Age 18 dehydration need urgent check,urgent-care
4525,severe head trauma call emergency services,emergency
4490,slurred speech started suddenly call emergency services,emergency
3974,severe chest pain,emergency
3624,sudden dizziness,urgent-care
3159,sudden dizziness started 3 days need urgent check,urgent-care
3528,A 70-year-old difficulty breathing started 3 days,urgent-care
424,I am 25 years old runny nose,self-monitor
1403,Abdominal pain and mild stomach pain for 1 day.,doctor
1328,High fever and diarrhea intermittently.,doctor
4444,Very low blood pressure started suddenly call emergency services,emergency
4853,Very low blood pressure call emergency services,emergency
4749,Severe head trauma started suddenly,emergency
4908,Difficulty breathing call emergency services.,emergency
1133,lightheadedness since this morning,self-monitor
3692,severe vomiting started a week,urgent-care
3917,Very low blood pressure loss of consciousness,emergency
290,after the accident: I'm 62 itchy eyes for several hours no shortness of breath or chest pain,self-monitor
1191,dizziness for a week,self-monitor
3789,Severe bleeding,emergency
3460,fainting.,urgent-care
1667,I am 25 years old severe sore throat and nausea since yesterday.,doctor
1663,Ear pain and headache since yesterday,doctor
397,Low fever no shortness of breath or chest pain,self-monitor
3250,high fever with rash started since this morning.,urgent-care
3716,High fever with rash started 1 day,urgent-care
3317,severe vomiting started since this morning need urgent check,urgent-care
2362,Significant weight loss and chills since yesterday symptoms are getting worse,doctor
2704,high fever with rash,urgent-care
1891,A child aged 8 productive cough and chills intermittently,doctor
2815,dehydration need urgent check hit head on the floor.,urgent-care
2493,abdominal pain and fatigue for a week,doctor
3757,Seizure call emergency services,emergency
1323,A 40-year-old persistent fever for 1 day,doctor
4392,very low blood pressure started suddenly call emergency services.,emergency
850,After exercise: mild stomach pain for several hours no shortness of breath or chest pain,self-monitor
4309,difficulty breathing after a fall,emergency
1349,new lump for 2 days symptoms are getting worse,doctor
2750,Dehydration started 2 days need urgent check,urgent-care
1223,I'm 62 tiredness,self-monitor
2598,confusion started since this morning,urgent-care
3248,severe vomiting started since this morning need urgent check.,urgent-care
1657,A 40-year-old abdominal pain for 1 day,doctor
3831,seizure started suddenly,emergency
3401,Confusion started since yesterday need urgent check,urgent-care
2241,Significant weight loss and sneezing for 2 days,doctor
2033,I am 25 years old abdominal pain and runny nose intermittently following a car accident,doctor
2098,Persistent fever and dizziness for several hours.,doctor
1844,I'm 62 worsening cough for 1 day,doctor
4620,slurred speech started suddenly call emergency services,emergency
1117,I'm 62 sneezing.,self-monitor
1782,ear pain for a week,doctor
4547,after exercise: severe bleeding started suddenly.,emergency
2990,high fever with rash started intermittently,urgent-care
2358,I'm 62 abdominal pain and sore throat intermittently symptoms are getting worse.,doctor
4349,Very low blood pressure,emergency
1696,blood in stool intermittently symptoms are getting worse.,doctor
3090,A 40-year-old moderate chest pain started since yesterday,urgent-care
1036,dizziness,self-monitor
3014,Severe abdominal pain started a week need urgent check,urgent-care
2976,Difficulty breathing,urgent-care
690,Age 18 headache,self-monitor
3294,severe abdominal pain started since this morning,urgent-care
3649,confusion started since this morning need urgent check,urgent-care
2120,worsening cough and sneezing since this morning.,doctor
1554,After the accident: high fever since this morning,doctor
1183,headache for several hours,self-monitor
899,stuffy nose sustained blunt trauma,self-monitor
1325,A 70-year-old new lump and stuffy nose since yesterday symptoms are getting worse,doctor
351,Sneezing intermittently,self-monitor
2046,Abdominal pain since yesterday,doctor
3895,difficulty breathing started suddenly,emergency
3073,Confusion need urgent check.,urgent-care
1305,persistent bleeding and joint pain for 3 days,doctor
2038,Began after eating: worsening cough and runny nose for 3 days,doctor
2644,moderate chest pain started 2 days.,urgent-care
2621,Sudden dizziness,urgent-care
3347,severe vomiting need urgent check.,urgent-care
4983,suspected stroke started suddenly.,emergency
3520,Difficulty breathing need urgent check,urgent-care
2571,Confusion started several hours,urgent-care
4914,Airway obstruction started suddenly,emergency
1240,A 70-year-old back ache for 2 days,self-monitor
2717,started suddenly: I'm 62 moderate chest pain,urgent-care
1422,significant weight loss intermittently,doctor
3908,after exercise: slurred speech started suddenly.,emergency
3527,Woke up with: Age 18 difficulty breathing need urgent check.,urgent-care
4190,Woke up with: one-sided weakness started suddenly call emergency services,emergency
2461,vision changes and stuffy nose for several hours symptoms are getting worse.,doctor
4165,began after eating: unconscious started suddenly hit head on the floor,emergency
1747,Persistent fever and nausea for a week,doctor
2523,Moderate chest pain need urgent check,urgent-care
949,Lightheadedness for a week no shortness of breath or chest pain.,self-monitor
1385,A 70-year-old abdominal pain for a week,doctor
4626,One-sided weakness started suddenly,emergency
948,mild stomach pain since yesterday no shortness of breath or chest pain,self-monitor
2609,woke up with: difficulty breathing,urgent-care
1690,ear pain for a week.,doctor
4829,After the accident: severe bleeding started suddenly,emergency
3847,suspected stroke started suddenly sustained blunt trauma,emergency
3094,moderate chest pain started 1 day,urgent-care
3346,high fever with rash,urgent-care
1936,started suddenly: Age 18 worsening cough and low fever for 2 days symptoms are getting worse.,doctor
3836,started suddenly: airway obstruction sustained blunt trauma,emergency
1866,severe sore throat and fatigue for a week,doctor
1040,A child aged 8 diarrhea,self-monitor
4039,severe head trauma started suddenly call emergency services.,emergency
1732,high fever and fatigue for several hours,doctor
1089,Diarrhea for a week no shortness of breath or chest pain sustained blunt trauma,self-monitor
2945,difficulty breathing started since yesterday,urgent-care
2139,Began after eating: I'm 62 new lump and nausea for a week sustained blunt trauma,doctor
3875,suspected stroke started suddenly call emergency services,emergency
106,I am 25 years old sore throat for several hours,self-monitor
992,Mild cough since yesterday.,self-monitor
719,Back ache,self-monitor
566,Itchy eyes.,self-monitor
2021,strong cough and chills for 1 day,doctor
986,Low fever for a week no shortness of breath or chest pain,self-monitor
352,woke up with: mild cough intermittently.,self-monitor
2290,blood in stool and watery eyes for a week,doctor
812,After the accident: fatigue for several hours,self-monitor
2676,severe abdominal pain,urgent-care
189,Low fever no shortness of breath or chest pain,self-monitor
654,Sneezing,self-monitor
1297,I'm 62 worsening cough and watery eyes for several hours,doctor
1319,Started suddenly: blood in stool and mild stomach pain for a week symptoms are getting worse,doctor
4285,Severe head trauma started suddenly,emergency
3588,worsening shortness of breath,urgent-care
1852,productive cough and stuffy nose for a week after a sports injury,doctor
2798,high fever with rash,urgent-care
4066,Difficulty breathing started suddenly,emergency
2334,new lump and fatigue for 2 days,doctor
3621,After the accident: confusion.,urgent-care
1489,A 70-year-old significant weight loss and chills for 3 days,doctor
1357,Productive cough for several hours symptoms are getting worse,doctor
4505,severe chest pain started suddenly loss of consciousness,emergency
4386,severe chest pain started suddenly,emergency
2324,ear pain and sore throat for 2 days,doctor
295,A 70-year-old tiredness,self-monitor
4756,severe head trauma call emergency services,emergency
165,Began after eating: watery eyes for several hours no shortness of breath or chest pain,self-monitor
2065,Vision changes and headache for 2 days,doctor
2865,worsening shortness of breath started a week need urgent check,urgent-care
4107,One-sided weakness started suddenly.,emergency
3235,difficulty breathing,urgent-care
2051,started gradually: new lump and mild cough for 3 days,doctor
3329,Severe vomiting started since yesterday,urgent-care
2287,began after eating: A 70-year-old blood in stool and mild stomach pain since yesterday,doctor
2105,started suddenly: sinus pain since this morning,doctor
1599,A 70-year-old strong cough intermittently,doctor
4413,Started gradually: airway obstruction,emergency
4878,severe head trauma,emergency
3691,confusion started several hours,urgent-care
1452,sinus pain and fatigue for 3 days symptoms are getting worse,doctor
166,nausea no shortness of breath or chest pain,self-monitor
274,low fever no shortness of breath or chest pain,self-monitor
4305,severe head trauma,emergency
2259,High fever and nausea for 1 day symptoms are getting worse,doctor
3595,started gradually: moderate chest pain following a car accident,urgent-care
1016,After the accident: joint pain.,self-monitor
279,Mild stomach pain intermittently,self-monitor
1014,headache no shortness of breath or chest pain,self-monitor
4928,Difficulty breathing,emergency
72,Chills.,self-monitor
3604,after exercise: confusion need urgent check,urgent-care
4464,very low blood pressure.,emergency
3234,began after eating: severe abdominal pain need urgent check,urgent-care
4751,One-sided weakness call emergency services,emergency
289,started suddenly: dizziness,self-monitor
1491,I'm 62 persistent bleeding and mild stomach pain since yesterday,doctor
603,Runny nose no shortness of breath or chest pain,self-monitor
1490,I am 25 years old severe sore throat for 3 days.,doctor
2235,A 40-year-old sinus pain since yesterday,doctor
4199,Started suddenly: suspected stroke started suddenly call emergency services,emergency
1241,stuffy nose no shortness of breath or chest pain,self-monitor
1916,persistent bleeding and itchy eyes for 1 day,doctor
1605,Started suddenly: sinus pain for 3 days symptoms are getting worse,doctor
984,I'm 62 fatigue for 2 days no shortness of breath or chest pain,self-monitor
4267,severe chest pain started suddenly call emergency services,emergency
154,nausea for 1 day,self-monitor
3565,Dehydration started since yesterday,urgent-care
806,Headache,self-monitor
988,Itchy eyes,self-monitor
4210,woke up with: very low blood pressure call emergency services.,emergency
3786,Started suddenly: severe head trauma started suddenly call emergency services.,emergency
2269,Strong cough and lightheadedness since yesterday,doctor
4249,severe head trauma started suddenly.,emergency
1283,Persistent bleeding and stuffy nose for 1 day.,doctor
2542,Woke up with: dehydration started 3 days,urgent-care
2437,Significant weight loss and diarrhea for 3 days,doctor
4169,began after eating: one-sided weakness,emergency
3327,severe abdominal pain.,urgent-care
4360,difficulty breathing,emergency
613,After exercise: low fever.,self-monitor
1795,severe sore throat since yesterday symptoms are getting worse,doctor
159,itchy eyes,self-monitor
2514,started gradually: I am 25 years old severe vomiting,urgent-care
509,watery eyes,self-monitor
1798,productive cough and diarrhea for several hours.,doctor
3569,Began after eating: fainting started several hours.,urgent-care
2756,fainting need urgent check.,urgent-care
4062,Sudden confusion started suddenly,emergency
1890,Severe sore throat for 3 days,doctor
2686,Fainting started 2 days.,urgent-care
2680,Worsening shortness of breath cut while working,urgent-care
4938,woke up with: severe bleeding started suddenly call emergency services,emergency
3063,Dehydration,urgent-care
1665,vomiting for 1 day.,doctor
4585,slurred speech,emergency
3152,difficulty breathing need urgent check,urgent-care
3960,severe head trauma started suddenly call emergency services,emergency
2035,A 40-year-old sinus pain and tiredness for 2 days,doctor
3050,began after eating: A child aged 8 severe abdominal pain started several hours,urgent-care
3920,after the accident: suspected stroke started suddenly call emergency services,emergency
1595,blood in stool and chills for a week.,doctor
98,nausea for a week,self-monitor
2831,Worsening shortness of breath started a week need urgent check,urgent-care
1948,Severe sore throat and back ache intermittently.,doctor
3009,severe vomiting started intermittently need urgent check.,urgent-care
680,itchy eyes,self-monitor
1569,Ear pain for several hours,doctor
1909,new lump and lightheadedness intermittently,doctor
66,I am 25 years old watery eyes for 2 days no shortness of breath or chest pain.,self-monitor
104,A child aged 8 fatigue no shortness of breath or chest pain,self-monitor
2605,worsening shortness of breath started a week,urgent-care
2024,Abdominal pain for several hours,doctor
2280,severe sore throat for 3 days symptoms are getting worse,doctor
3081,severe abdominal pain,urgent-care
1950,High fever and chills for a week.,doctor
1201,diarrhea no shortness of breath or chest pain,self-monitor
1181,stuffy nose for 3 days.,self-monitor
2262,persistent bleeding and joint pain for 1 day symptoms are getting worse.,doctor
1144,Low fever intermittently.,self-monitor
623,diarrhea for a week,self-monitor
4615,Sudden confusion.,emergency
2083,persistent bleeding and diarrhea since yesterday,doctor
1284,Woke up with: productive cough for 2 days symptoms are getting worse,doctor
1905,Woke up with: significant weight loss and sneezing for several hours,doctor
4903,Slurred speech started suddenly,emergency
3502,difficulty breathing started a week need urgent check,urgent-care
4027,After the accident: airway obstruction started suddenly,emergency
2078,Severe sore throat and itchy eyes for 1 day symptoms are getting worse,doctor
247,Sneezing,self-monitor
465,itchy eyes,self-monitor
3730,Dehydration started since this morning,urgent-care
575,back ache for a week no shortness of breath or chest pain,self-monitor
140,headache for 2 days,self-monitor
3199,confusion started 2 days.,urgent-care
2346,I'm 62 high fever and tiredness intermittently,doctor
2591,moderate chest pain need urgent check cut while working,urgent-care
1293,Woke up with: ear pain and fatigue for a week,doctor
615,Joint pain.,self-monitor
3068,Fainting started several hours,urgent-care
3744,severe abdominal pain,urgent-care
2178,productive cough and headache for several hours.,doctor
1886,A child aged 8 worsening cough since yesterday,doctor
312,watery eyes,self-monitor
772,joint pain for 1 day no shortness of breath or chest pain,self-monitor
3674,Sudden dizziness started since this morning need urgent check,urgent-care
3301,After the accident: moderate chest pain started 2 days,urgent-care
3884,Difficulty breathing started suddenly call emergency services,emergency
3507,dehydration started intermittently need urgent check.,urgent-care
4330,airway obstruction,emergency
4802,sudden confusion loss of consciousness,emergency
294,low fever intermittently.,self-monitor
3885,slurred speech started suddenly call emergency services.,emergency
3445,high fever with rash cut while working,urgent-care
2985,confusion after a fall,urgent-care
1112,sneezing no shortness of breath or chest pain,self-monitor
1971,Sinus pain and low fever for several hours.,doctor
3127,Severe vomiting,urgent-care
2329,severe sore throat and watery eyes for several hours symptoms are getting worse.,doctor
4298,slurred speech started suddenly,emergency
1583,strong cough for 1 day,doctor
4468,sudden confusion started suddenly loss of consciousness,emergency
1816,Ear pain and dizziness for 3 days.,doctor
4146,Severe bleeding,emergency
1210,Low fever,self-monitor
1472,vomiting intermittently symptoms are getting worse,doctor
3600,severe abdominal pain,urgent-care
2343,Strong cough and runny nose for 2 days,doctor
2485,ear pain and muscle ache for a week,doctor
3349,Severe abdominal pain,urgent-care
1296,A 40-year-old severe sore throat and low fever since this morning symptoms are getting worse,doctor
2335,I'm 62 strong cough and stuffy nose for 1 day symptoms are getting worse,doctor
2845,difficulty breathing,urgent-care
1106,I am 25 years old sneezing.,self-monitor
63,I'm 62 fatigue for 3 days,self-monitor
145,Mild stomach pain no shortness of breath or chest pain,self-monitor
2103,I am 25 years old high fever for 3 days.,doctor
2817,I'm 62 severe vomiting started 1 day need urgent check,urgent-care
1167,joint pain since yesterday no shortness of breath or chest pain,self-monitor
4521,very low blood pressure,emergency
2056,high fever and itchy eyes intermittently,doctor
2602,Sudden dizziness need urgent check,urgent-care
1977,started gradually: strong cough and low fever for several hours,doctor
1876,Age 18 worsening cough and lightheadedness for several hours,doctor
2662,moderate chest pain,urgent-care
3677,Age 18 confusion need urgent check.,urgent-care
3179,after the accident: severe abdominal pain need urgent check,urgent-care
2450,productive cough and runny nose since this morning,doctor
2948,sudden dizziness started since yesterday hit head on the floor,urgent-care
2008,after the accident: Age 18 worsening cough for a week symptoms are getting worse,doctor
4234,After exercise: one-sided weakness call emergency services,emergency
2275,I'm 62 severe sore throat since this morning symptoms are getting worse,doctor
691,Lightheadedness.,self-monitor
2600,I am 25 years old difficulty breathing,urgent-care
3425,confusion started since yesterday need urgent check.,urgent-care
1652,Age 18 blood in stool for a week,doctor
1926,woke up with: high fever and tiredness since yesterday symptoms are getting worse,doctor
1729,A child aged 8 abdominal pain and itchy eyes intermittently symptoms are getting worse,doctor
2219,sinus pain intermittently symptoms are getting worse,doctor
3632,severe vomiting started 3 days.,urgent-care
3465,Severe abdominal pain started 1 day need urgent check,urgent-care
4266,Severe chest pain started suddenly call emergency services,emergency
4770,suspected stroke,emergency
4883,Slurred speech started suddenly call emergency services,emergency
2707,Severe vomiting started intermittently,urgent-care
2647,High fever with rash,urgent-care
2539,Age 18 severe abdominal pain,urgent-care
3854,Severe chest pain.,emergency
536,fatigue,self-monitor
2368,High fever and back ache for 1 day symptoms are getting worse.,doctor
4613,unconscious call emergency services,emergency
3679,severe vomiting started intermittently need urgent check,urgent-care
3963,seizure started suddenly loss of consciousness,emergency
2833,confusion started 2 days,urgent-care
4902,Slurred speech,emergency
678,Chills,self-monitor
1660,worsening cough and mild cough since this morning.,doctor
4495,Severe head trauma,emergency
384,nausea no shortness of breath or chest pain.,self-monitor
469,A child aged 8 sore throat for 3 days no shortness of breath or chest pain,self-monitor
4276,difficulty breathing started suddenly,emergency
4304,Slurred speech call emergency services,emergency
4948,Severe head trauma started suddenly,emergency
618,Diarrhea for 2 days,self-monitor
4384,slurred speech started suddenly,emergency
1171,low fever for 1 day,self-monitor
4611,severe head trauma started suddenly,emergency
3310,started gradually: difficulty breathing started intermittently.,urgent-care
2192,abdominal pain and mild cough for a week.,doctor
872,low fever for several hours no shortness of breath or chest pain.,self-monitor
4789,one-sided weakness started suddenly call emergency services,emergency
1066,joint pain for 1 day no shortness of breath or chest pain,self-monitor
2387,blood in stool and nausea for a week.,doctor
2257,after the accident: sinus pain and fatigue for 3 days,doctor
1059,back ache no shortness of breath or chest pain,self-monitor
3221,worsening shortness of breath started intermittently need urgent check.,urgent-care
1011,Sore throat for 2 days,self-monitor
1911,worsening cough for 2 days,doctor
273,A child aged 8 sneezing for 3 days no shortness of breath or chest pain,self-monitor
419,low fever,self-monitor
3458,A 40-year-old sudden dizziness started since yesterday.,urgent-care
4580,severe bleeding started suddenly loss of consciousness,emergency
4361,suspected stroke,emergency
4355,Slurred speech,emergency
1330,A 70-year-old vomiting for several hours,doctor
1762,strong cough for 1 day,doctor
3980,Difficulty breathing loss of consciousness,emergency
4290,started suddenly: suspected stroke loss of consciousness,emergency
1863,Age 18 persistent fever and sore throat since this morning,doctor
726,low fever for 2 days no shortness of breath or chest pain,self-monitor
3117,Severe abdominal pain started 2 days need urgent check,urgent-care
2306,I am 25 years old persistent fever and muscle ache for several hours.,doctor
2407,productive cough and back ache since this morning symptoms are getting worse,doctor
3514,moderate chest pain started 1 day.,urgent-care
4703,started gradually: airway obstruction,emergency
1639,Age 18 abdominal pain and mild stomach pain for 3 days symptoms are getting worse.,doctor
4032,Unconscious call emergency services,emergency
2273,A 70-year-old severe sore throat for several hours,doctor
3913,After exercise: sudden confusion started suddenly loss of consciousness following a car accident.,emergency
1935,Abdominal pain and joint pain intermittently.,doctor
3890,Suspected stroke started suddenly,emergency
1254,started gradually: sinus pain since yesterday symptoms are getting worse,doctor
1777,Blood in stool for 3 days,doctor
2364,Blood in stool and fatigue for several hours symptoms are getting worse,doctor
3357,Severe vomiting need urgent check,urgent-care
4011,unconscious started suddenly,emergency
3038,confusion started a week,urgent-care
4161,unconscious started suddenly loss of consciousness,emergency
4685,Sudden confusion.,emergency
939,mild cough for 2 days no shortness of breath or chest pain,self-monitor
3878,Difficulty breathing call emergency services.,emergency
1227,after exercise: back ache,self-monitor
3759,airway obstruction,emergency
4282,Started suddenly: suspected stroke started suddenly call emergency services.,emergency
203,sore throat for 1 day no shortness of breath or chest pain.,self-monitor
175,diarrhea.,self-monitor
1981,sinus pain and headache for 2 days sustained blunt trauma,doctor
1190,headache intermittently no shortness of breath or chest pain,self-monitor
1435,significant weight loss and watery eyes intermittently.,doctor
3222,worsening shortness of breath started a week,urgent-care
3330,Severe vomiting started a week need urgent check,urgent-care
2138,after the accident: ear pain and nausea since this morning,doctor
3647,dehydration started since this morning need urgent check,urgent-care
1269,worsening cough and fatigue for several hours,doctor
3967,slurred speech started suddenly.,emergency
1486,Started suddenly: new lump for 3 days symptoms are getting worse,doctor
4242,very low blood pressure call emergency services,emergency
2489,Productive cough and low fever since this morning symptoms are getting worse,doctor
1026,Tiredness for 1 day,self-monitor
3208,Worsening shortness of breath started intermittently need urgent check,urgent-care
4816,suspected stroke.,emergency
624,sore throat intermittently no shortness of breath or chest pain,self-monitor
1049,stuffy nose for 3 days no shortness of breath or chest pain,self-monitor
1125,Diarrhea for 3 days,self-monitor
4227,Difficulty breathing started suddenly loss of consciousness,emergency
957,watery eyes no shortness of breath or chest pain,self-monitor
2790,dehydration need urgent check,urgent-care
1316,started gradually: significant weight loss and runny nose for 1 day symptoms are getting worse.,doctor
1467,A 70-year-old strong cough for a week.,doctor
1021,A 40-year-old tiredness,self-monitor
4838,Suspected stroke started suddenly,emergency
1620,High fever for 2 days symptoms are getting worse.,doctor
1042,I am 25 years old sore throat no shortness of breath or chest pain,self-monitor
4540,very low blood pressure started suddenly,emergency
547,muscle ache,self-monitor
1028,headache intermittently no shortness of breath or chest pain,self-monitor
4605,Suspected stroke started suddenly,emergency
3768,severe head trauma call emergency services,emergency
737,Tiredness no shortness of breath or chest pain,self-monitor
2419,blood in stool for 3 days symptoms are getting worse.,doctor
893,Runny nose.,self-monitor
4096,Severe chest pain started suddenly,emergency
3751,seizure started suddenly,emergency
4346,Severe bleeding started suddenly call emergency services,emergency
814,back ache,self-monitor
896,joint pain,self-monitor
4283,after the accident: unconscious started suddenly.,emergency
3873,Difficulty breathing started suddenly call emergency services,emergency
2978,Severe vomiting started 2 days,urgent-care
2168,Significant weight loss for several hours.,doctor
2457,Strong cough and stuffy nose for a week.,doctor
2367,I am 25 years old vision changes and mild stomach pain for 2 days,doctor
4536,severe chest pain call emergency services.,emergency
277,sore throat,self-monitor
2389,New lump and stuffy nose for 2 days.,doctor
4125,seizure call emergency services,emergency
406,joint pain no shortness of breath or chest pain,self-monitor
4366,Severe bleeding started suddenly call emergency services,emergency
4041,severe head trauma,emergency
2007,vision changes for 2 days,doctor
3375,Age 18 sudden dizziness started since yesterday,urgent-care
4333,airway obstruction call emergency services.,emergency
3035,dehydration started since this morning after a sports injury,urgent-care
3892,sudden confusion,emergency
376,A 70-year-old nausea,self-monitor
3937,very low blood pressure started suddenly call emergency services,emergency
3457,dehydration,urgent-care
2630,started suddenly: high fever with rash,urgent-care
4978,After exercise: severe head trauma,emergency
503,Tiredness no shortness of breath or chest pain.,self-monitor
4073,unconscious started suddenly,emergency
4990,Unconscious call emergency services.,emergency
73,headache following a car accident,self-monitor
2107,Started suddenly: strong cough for several hours,doctor
1874,ear pain and stuffy nose for 3 days,doctor
1879,abdominal pain since this morning symptoms are getting worse,doctor
1375,productive cough and runny nose for several hours,doctor
2028,A child aged 8 persistent bleeding and fatigue for several hours.,doctor
2970,difficulty breathing started several hours need urgent check,urgent-care
4534,severe head trauma loss of consciousness.,emergency
113,stuffy nose since this morning no shortness of breath or chest pain,self-monitor
3975,after exercise: difficulty breathing call emergency services.,emergency
4791,After the accident: seizure call emergency services,emergency
2185,Age 18 vomiting and dizziness for a week symptoms are getting worse,doctor
4176,One-sided weakness call emergency services,emergency
1561,Abdominal pain and mild stomach pain since this morning,doctor
4301,Slurred speech started suddenly,emergency
1535,started gradually: persistent fever and fatigue for 3 days after a fall.,doctor
4443,Sudden confusion,emergency
3338,Severe abdominal pain started 3 days,urgent-care
3173,Worsening shortness of breath started intermittently need urgent check,urgent-care
1199,dizziness.,self-monitor
4706,difficulty breathing,emergency
516,Began after eating: A child aged 8 chills no shortness of breath or chest pain,self-monitor
1145,I am 25 years old nausea,self-monitor
1401,ear pain and nausea intermittently,doctor
3732,dehydration started 2 days need urgent check.,urgent-care
3360,fainting,urgent-care
1767,Abdominal pain and headache since this morning,doctor
2778,Confusion need urgent check,urgent-care
3324,confusion started since yesterday,urgent-care
1735,I'm 62 strong cough for 2 days symptoms are getting worse.,doctor
4923,difficulty breathing call emergency services,emergency
3049,severe abdominal pain started 2 days need urgent check,urgent-care
3989,difficulty breathing started suddenly call emergency services,emergency
998,back ache for several hours no shortness of breath or chest pain,self-monitor
2460,Worsening cough and sneezing for 1 day symptoms are getting worse,doctor
4300,severe bleeding started suddenly call emergency services,emergency
2443,abdominal pain for 1 day,doctor
2070,Began after eating: Age 18 persistent fever for several hours,doctor
3076,After exercise: I am 25 years old difficulty breathing started since this morning,urgent-care
478,Fatigue no shortness of breath or chest pain,self-monitor
2629,fainting started 2 days need urgent check.,urgent-care
3328,confusion.,urgent-care
4061,Severe bleeding call emergency services.,emergency
2232,Started suddenly: I'm 62 sinus pain and back ache for a week symptoms are getting worse,doctor
3291,Severe vomiting started since this morning need urgent check,urgent-care
4253,One-sided weakness call emergency services,emergency
1022,runny nose for several hours following a car accident,self-monitor
1676,productive cough and stuffy nose for 3 days,doctor
3398,fainting started 3 days.,urgent-care
1796,Blood in stool and mild stomach pain for a week,doctor
3400,after the accident: difficulty breathing started 3 days,urgent-care
3433,Age 18 sudden dizziness started since this morning need urgent check,urgent-care
1461,new lump and muscle ache intermittently symptoms are getting worse after a fall.,doctor
4879,after exercise: very low blood pressure started suddenly,emergency
2264,Significant weight loss for 1 day,doctor
1566,I'm 62 vomiting and mild cough for 2 days symptoms are getting worse,doctor
4494,difficulty breathing call emergency services,emergency
3538,Started suddenly: severe vomiting started several hours.,urgent-care
784,started suddenly: itchy eyes since yesterday no shortness of breath or chest pain.,self-monitor
1719,A 70-year-old significant weight loss and tiredness since this morning.,doctor
864,mild stomach pain for 2 days no shortness of breath or chest pain cut while working.,self-monitor
913,runny nose.,self-monitor
2332,started suddenly: Age 18 worsening cough and sneezing for 3 days,doctor
1272,after exercise: vision changes and mild cough for a week,doctor
1485,started gradually: severe sore throat for 1 day,doctor
1496,I'm 62 abdominal pain and muscle ache for 2 days.,doctor
3054,began after eating: high fever with rash started intermittently need urgent check,urgent-care
278,after the accident: low fever.,self-monitor
2576,A child aged 8 confusion need urgent check hit head on the floor.,urgent-care
3551,severe abdominal pain started 1 day need urgent check,urgent-care
2855,sudden dizziness,urgent-care
3115,I'm 62 sudden dizziness started since yesterday,urgent-care
755,nausea for 1 day no shortness of breath or chest pain.,self-monitor
869,Age 18 diarrhea no shortness of breath or chest pain,self-monitor
53,Age 18 runny nose no shortness of breath or chest pain,self-monitor
3614,Severe abdominal pain,urgent-care
2657,severe vomiting need urgent check,urgent-care
1770,Sinus pain and low fever for a week symptoms are getting worse,doctor
540,began after eating: dizziness for 1 day.,self-monitor
2381,Persistent bleeding and sneezing intermittently,doctor
4371,severe chest pain loss of consciousness,emergency
3326,worsening shortness of breath started several hours,urgent-care
2339,A 70-year-old severe sore throat and itchy eyes intermittently,doctor
1889,Started gradually: vision changes and nausea for 3 days.,doctor
3485,A 70-year-old worsening shortness of breath started 2 days.,urgent-care
1712,abdominal pain for a week.,doctor
4964,sudden confusion loss of consciousness,emergency
1642,persistent fever and tiredness since this morning.,doctor
4287,severe head trauma started suddenly sustained blunt trauma.,emergency
489,Dizziness no shortness of breath or chest pain.,self-monitor
4748,difficulty breathing started suddenly call emergency services,emergency
3406,I'm 62 moderate chest pain started since this morning,urgent-care
3770,sudden confusion started suddenly loss of consciousness.,emergency
3212,difficulty breathing started since this morning,urgent-care
